"","Name","Owner","Created","Pushed","Watchers","Forks","CRAN","Package","YearCreated"
"904","cranview","dgrtwo","2015-03-06","2015-03-25",11,3,NA,"Other","2015"
"905","rPython-win","cjgb","2013-11-18","2015-03-20",11,2,NA,"Other","2013"
"906","twitter_popup_analytics","mylesmharrison","2014-10-21","2014-10-21",11,3,NA,"Other","2014"
"907","merTools","jknowles","2015-04-16","2015-08-27",11,4,"2015-08-12","CRAN","2015"
"908","splitstackshape","mrdwab","2013-08-12","2015-03-08",11,6,"2014-10-23","CRAN","2013"
"909","RTutor","skranz","2013-07-25","2015-08-26",11,4,NA,"Other","2013"
"910","methylKit","al2na","2013-12-24","2015-08-31",11,17,NA,"Other","2013"
"911","htmltab","crubba","2014-10-25","2015-08-30",11,3,"2015-07-22","CRAN","2014"
"912","Rsenal","environmentalinformatics-marburg","2013-08-25","2015-08-30",11,5,NA,"Other","2013"
"913","datapackage","ropensci","2014-09-04","2015-08-31",11,4,NA,"Other","2014"
"914","plumbr","ggobi","2010-10-01","2014-02-22",10,0,"2014-02-22","CRAN","2010"
"915","raconteur","jeffreyhorner","2010-10-21","2011-01-24",10,1,NA,"Other","2010"
"916","RTradingStrategies","javagg","2012-06-30","2012-08-20",10,11,NA,"Other","2012"
"917","mutable","erikriverson","2012-07-10","2013-10-07",10,2,NA,"Other","2012"
"918","Workshops","MontrealRUserGroup","2012-03-19","2012-11-13",10,2,NA,"Other","2012"
"919","rdatastream","fcocquemas","2012-07-22","2013-06-13",10,1,NA,"Other","2012"
"920","nhs-prescription-analytics","MastodonC","2012-12-02","2012-12-03",10,7,NA,"Other","2012"
"921","harbor","wch","2014-10-22","2015-01-08",10,1,NA,"Other","2014"
"922","Shiny_Health_Data","muschellij2","2013-05-08","2013-05-09",10,8,NA,"Other","2013"
"923","deepnet","cran","2014-03-20","2014-03-20",10,7,"2014-03-20","CRAN","2014"
"924","InteractiveLogisticRegression","tonyfischetti","2014-07-24","2014-07-24",10,2,NA,"Other","2014"
"925","soccer-prediction-2014","codecentric","2014-05-08","2014-06-28",10,4,NA,"Other","2014"
"926","ggplotly","tdhock","2014-02-25","2014-03-10",10,3,NA,"Other","2014"
"927","aetheRa","rich-iannone","2013-12-26","2015-01-26",10,0,NA,"Other","2013"
"928","asb_datasets","abresler","2013-11-23","2015-02-28",10,6,NA,"Other","2013"
"929","transduceR","dirkschumacher","2015-05-09","2015-08-14",10,0,NA,"Other","2015"
"930","abbyyR","soodoku","2015-06-01","2015-08-08",10,0,"2015-06-12","CRAN","2015"
"931","enigma","rOpenGov","2014-04-18","2015-08-05",10,1,"2015-07-08","CRAN","2014"
"932","rego","intuit","2014-04-08","2015-08-21",10,6,NA,"Other","2014"
"933","TurtleGraphics","Rexamine","2014-03-10","2015-05-19",10,7,"2014-10-07","CRAN","2014"
"934","argufy","gaborcsardi","2015-08-10","2015-08-18",10,1,NA,"Other","2015"
"935","optmatch","markmfredrickson","2011-06-02","2015-08-18",10,4,"2015-07-31","CRAN","2011"
"936","gampost","klarsen1","2015-06-20","2015-07-31",10,7,NA,"Other","2015"
"937","productplots","hadley","2009-11-26","2013-07-18",10,3,NA,"Other","2009"
"938","stat243-fall-2014","berkeley-stat243","2014-08-26","2015-06-03",10,16,NA,"Other","2014"
"939","biobroom","dgrtwo","2014-10-02","2015-03-27",10,0,NA,"Other","2014"
"940","Ranking","rossb34","2012-09-12","2013-02-20",10,11,NA,"Other","2012"
"941","oligoOld","benilton","2012-01-24","2015-04-17",10,6,NA,"Other","2012"
"942","r-logging","mfrasca","2012-04-20","2015-06-23",10,6,NA,"Other","2012"
"943","gggeom","rstudio","2014-10-07","2014-11-17",10,4,NA,"Other","2014"
"944","Kaggle_Walmart-Recruiting-Store-Sales-Forecasting","ChenglongChen","2014-05-06","2014-05-06",10,14,NA,"Other","2014"
"945","kaggle","mlandry22","2013-10-02","2015-06-01",10,16,NA,"Other","2013"
"946","shinyMethyl","Jfortin1","2013-08-23","2015-04-17",10,7,NA,"Other","2013"
"947","pax","trinker","2015-03-02","2015-07-31",10,1,NA,"Other","2015"
"948","standardizecountries","dsself","2015-07-08","2015-08-01",10,0,NA,"Other","2015"
"949","d3ShinyExample","christophergandrud","2014-05-07","2014-05-11",10,10,NA,"Other","2014"
"950","R-bizdays","wilsonfreitas","2013-09-01","2015-06-25",10,2,NA,"Other","2013"
"951","penalty","martineastwood","2014-07-25","2015-01-10",10,9,NA,"Other","2014"
"952","rEHR","rOpenHealth","2014-02-05","2015-09-01",10,1,NA,"Other","2014"
"953","neotoma","ropensci","2013-01-29","2015-08-22",10,7,"2015-08-22","CRAN","2013"
"954","SSOAP","omegahat","2012-04-30","2012-08-22",10,0,NA,"Other","2012"
"955","nhl_analysis","thercast","2012-06-20","2013-04-22",10,5,NA,"Other","2012"
"956","sandy","hrbrmstr","2012-10-28","2013-08-17",10,5,NA,"Other","2012"
"957","visnab","tengfei","2011-02-28","2013-04-05",10,2,NA,"Other","2011"
"958","average-tracks","dittaeva","2011-08-29","2014-01-31",10,0,NA,"Other","2011"
"959","dev-sea-el","vsbuffalo","2015-03-28","2015-04-06",10,1,NA,"Other","2015"
"960","R-Training","wise-r","2014-09-28","2014-12-09",10,6,NA,"Other","2014"
"961","overflow","sebastian-c","2013-03-24","2015-05-30",10,9,NA,"Other","2013"
"962","Learning-from-Data","fivesheep","2012-06-16","2012-06-27",10,4,NA,"Other","2012"
"963","CrossfitRankings","swiftsam","2014-03-25","2015-04-08",10,9,NA,"Other","2014"
"964","rgallery","dgrtwo","2015-03-28","2015-03-30",10,0,NA,"Other","2015"
"965","dfr-analysis","agoldst","2012-11-12","2014-04-17",10,8,NA,"Other","2012"
"966","RImpala","Mu-Sigma","2014-02-24","2015-05-11",10,4,"2015-05-07","CRAN","2014"
"967","diamonds-data","SolomonMg","2014-01-18","2014-01-22",10,10,NA,"Other","2014"
"968","dataMineR","hugokoopmans","2013-02-21","2013-12-13",10,6,NA,"Other","2013"
"969","shinyMA","mikelove","2014-07-23","2015-06-18",10,4,NA,"Other","2014"
"970","Amelia","IQSS","2012-12-19","2015-07-14",10,3,"2014-11-15","CRAN","2012"
"971","MODISTools","seantuck12","2012-08-09","2015-07-22",10,14,"2015-01-21","CRAN","2012"
"972","ProgLangVisualise","mjwillson","2012-05-09","2012-05-09",10,1,NA,"Other","2012"
"973","densityClust","thomasp85","2014-07-07","2015-08-27",10,9,"2014-07-21","CRAN","2014"
"974","sabr","mdlee12","2015-07-13","2015-07-14",10,0,NA,"Other","2015"
"975","webreadr","Ironholds","2015-03-15","2015-07-16",10,1,"2015-07-16","CRAN","2015"
"976","MSG","yihui","2011-02-06","2014-09-08",10,3,"2012-08-19","CRAN","2011"
"977","ChemoSpec","bryanhanson","2009-10-15","2015-07-30",10,8,"2015-07-24","CRAN","2009"
"978","sparklines","Bart6114","2015-04-09","2015-04-13",10,1,NA,"Other","2015"
"979","dplyrExtras","skranz","2014-05-25","2015-07-16",10,3,NA,"Other","2014"
"980","musemeta","ropensci","2014-11-11","2015-08-08",10,2,NA,"Other","2014"
"981","ggtern","nicholasehamilton","2013-12-12","2015-08-07",10,6,"2015-08-03","CRAN","2013"
"982","BoxPlotR.shiny","VizWizard","2014-03-13","2015-07-23",10,11,NA,"Other","2014"
"983","UseBioconductor","Bioconductor","2015-01-28","2015-04-07",10,4,NA,"Other","2015"
"984","StopAndFrisk","stablemarkets","2015-06-22","2015-06-23",10,8,NA,"Other","2015"
"985","BatchExperiments","tudo-r","2013-11-05","2015-07-16",10,4,"2015-03-18","CRAN","2013"
"986","BulletGraph","sipemu","2014-02-11","2015-02-10",10,8,NA,"Other","2014"
"987","highfrequency","jonathancornelissen","2012-12-24","2013-12-24",10,12,"2014-11-28","CRAN","2012"
"988","sqlutils","jbryer","2012-11-01","2015-07-01",10,4,"2014-11-19","CRAN","2012"
"989","pushoverr","briandconnelly","2014-03-28","2014-11-06",10,1,"2014-11-06","CRAN","2014"
"990","Neliohinnat","reaktor","2014-12-09","2015-06-11",10,1,NA,"Other","2014"
"991","lucy","robertness","2015-02-25","2015-08-12",10,2,NA,"Other","2015"
"992","MALDIquant","sgibb","2012-10-07","2015-08-11",10,1,"2015-06-11","CRAN","2012"
"993","testit","yihui","2013-06-26","2015-06-10",10,2,"2014-12-20","CRAN","2013"
"994","geonames","ropensci","2014-05-04","2014-12-23",10,0,"2014-12-19","CRAN","2014"
"995","praise","gaborcsardi","2015-07-30","2015-08-03",10,0,"2015-08-11","CRAN","2015"
"996","dendextendRcpp","talgalili","2013-08-16","2015-05-22",10,2,"2015-05-22","CRAN","2013"
"997","graticule","mdsumner","2015-05-05","2015-08-21",10,0,"2015-08-20","CRAN","2015"
"998","reddit-comment-length","minimaxir","2015-07-08","2015-07-08",10,0,NA,"Other","2015"
"999","joyofdata-articles","joyofdata","2015-01-01","2015-08-12",10,10,NA,"Other","2015"
"1000","Rtraining","stephlocke","2015-01-19","2015-08-21",10,3,NA,"Other","2015"
